step,observation,raw_adjustments,adjusted,reward,death_count
131,"[0, -1, 0, 102.27254429282425, -2.5700565645605193, 56.23579264061885]","[0.035511257988613654, 0.0, -0.035511257988613654]","[0.035511257988613654, 0.0, -0.035511257988613654]",3.557215,0
132,"[0, -1, 0, 101.58666329144042, -2.5700565645605193, 55.47888912325779]","[-0.5137640511591157, 0.0, 0.5137640511591157]","[-0.5137640511591157, 0.0, 0.5137640511591157]",2.969328,0
133,"[0, -1, 0, 100.05756322958091, -2.5700565645605193, 54.97731716371651]","[1.4545664248890056, 0.0, -1.454566424889006]","[1.4545664248890056, 0.0, -1.454566424889006]",4.720059,0
134,"[0, -1, 0, 101.37215918776245, -2.5700565645605193, 53.382780272120044]","[-0.3563546027365785, 0.0, 0.35635460273657826]","[-0.3563546027365785, 0.0, 0.35635460273657826]",3.521397,0
135,"[0, -1, 0, 100.27650324570008, -2.5700565645605193, 52.99983353553084]","[2.094365512308988, 0.0, -2.094365512308988]","[2.094365512308988, 0.0, -2.094365512308988]",3.287059,0
136,"[0, -1, 0, 101.51439811311818, -2.5700565645605193, 50.04899737833096]","[2.8596762323680194, 0.0, -2.8596762323680194]","[2.8596762323680194, 0.0, -2.8596762323680194]",4.436059,0
137,"[0, -1, 0, 104.09210388520941, -2.5700565645605193, 46.90735068568616]","[-2.3056420372817463, 0.0, 2.3056420372817463]","[-2.3056420372817463, 0.0, 2.3056420372817463]",4.042515,0
138,"[0, -1, 0, 101.30771933069506, -2.5700565645605193, 48.73425020573531]","[1.08742054745409, 0.0, -1.0874205474540894]","[1.08742054745409, 0.0, -1.0874205474540894]",4.191146,0
139,"[0, -1, 0, 101.99071308772686, -2.5700565645605193, 47.24240286785893]","[-2.459588437754918, 0.0, 2.4595884377549178]","[-2.459588437754918, 0.0, 2.4595884377549178]",4.061725,0
140,"[0, -1, 0, 99.0619870628423, -2.5700565645605193, 49.23285371848421]","[3.2919997093891213, 0.0, -3.291999709389122]","[3.2919997093891213, 0.0, -3.291999709389122]",4.791015,0
141,"[0, -1, 0, 102.24949445025328, -2.5700565645605193, 45.836361687116934]","[1.6528692060153503, 0.0, -1.65286920601535]","[1.6528692060153503, 0.0, -1.65286920601535]",3.808808,0
142,"[0, -1, 0, 103.30676755081952, -2.5700565645605193, 43.58789637565246]","[-0.546789877825294, 0.0, 0.546789877825294]","[-0.546789877825294, 0.0, 0.546789877825294]",3.502815,0
143,"[0, -1, 1, 102.011385408078, -2.5700565645605193, 43.386093988561534]","[1.1078819289289887, 0.0, -1.1078819289289887]","[1.1078819289289887, 0.0, -1.1078819289289887]",11.578022,0
144,"[0, -1, 0, 110.87794830130932, -2.5700565645605193, 41.09755298024992]","[-0.22549548991703894, 0.0, 0.22549548991703894]","[-0.22549548991703894, 0.0, 0.22549548991703894]",3.729151,0
145,"[0, -1, 0, 110.01702833336378, -2.5700565645605193, 40.68762399213846]","[2.3278116201866608, 0.0, -2.3278116201866608]","[2.3278116201866608, 0.0, -2.3278116201866608]",3.538676,0
146,"[1, -1, 0, 111.61417776671773, -2.5700565645605193, 37.629150185119094]","[3.2469017264192885, 0.0, -3.2469017264192894]","[3.2469017264192885, 0.0, -3.2469017264192894]",9.741408,0
147,"[0, -1, 0, 111.18849893946697, -2.5700565645605193, 42.796236848133304]","[1.3137503085798214, 0.0, -1.3137503085798214]","[1.3137503085798214, 0.0, -1.3137503085798214]",4.585462,0
148,"[2, -1, 0, 112.29498049040517, -2.5700565645605193, 41.27521778191186]","[0.9076511215697862, 0.0, -0.9076511215697862]","[0.9076511215697862, 0.0, -0.9076511215697862]",11.713240,0
149,"[0, -1, 0, 111.9318516778306, -2.5700565645605193, 48.351586521107585]","[2.214823383109165, 0.0, -2.2148233831091653]","[2.214823383109165, 0.0, -2.2148233831091653]",3.587842,0
150,"[0, -1, 0, 113.44059583465972, -2.5700565645605193, 45.43068391171838]","[3.2539248401913734, 0.0, -3.2539248401913734]","[3.2539248401913734, 0.0, -3.2539248401913734]",3.649519,0
151,"[0, -1, 0, 116.01928028244907, -2.5700565645605193, 41.50151867912499]","[1.7628772892842186, 0.0, -1.7628772892842186]","[1.7628772892842186, 0.0, -1.7628772892842186]",4.448314,0
152,"[0, -1, 0, 117.50631448727786, -2.5700565645605193, 39.46279830538535]","[0.36593857669425756, 0.0, -0.3659385766942571]","[0.36593857669425756, 0.0, -0.3659385766942571]",4.273774,0
153,"[0, -1, 0, 117.50913991623486, -2.5700565645605193, 38.73374658095382]","[3.4686077692246435, 0.0, -3.4686077692246435]","[3.4686077692246435, 0.0, -3.4686077692246435]",4.241074,0
154,"[0, -1, 0, 120.59828482565544, -2.5700565645605193, 34.885675951925116]","[-1.6635045222010092, 0.0, 1.6635045222010096]","[-1.6635045222010092, 0.0, 1.6635045222010096]",4.095260,0
155,"[0, -1, 0, 118.48241008029443, -2.5700565645605193, 36.09681025096613]","[3.1068050736673034, 0.0, -3.1068050736673034]","[3.1068050736673034, 0.0, -3.1068050736673034]",5.016691,0
156,"[0, -1, 0, 121.59756045860105, -2.5700565645605193, 32.99835048193815]","[0.5584593160608184, 0.0, -0.5584593160608184]","[0.5584593160608184, 0.0, -0.5584593160608184]",4.202932,0
157,"[0, -1, 0, 121.75748572200179, -2.5700565645605193, 32.04135711321725]","[3.4989188882470414, 0.0, -3.498918888247042]","[3.4989188882470414, 0.0, -3.498918888247042]",4.354009,0
158,"[0, -1, 0, 124.93340903151602, -2.5700565645605193, 28.219442646237397]","[3.962364562255532, 0.0, -3.962364562255532]","[3.962364562255532, 0.0, -3.962364562255532]",4.356587,0
159,"[0, -1, 0, 128.5740672995265, -2.5700565645605193, 23.935371789736795]","[-0.44283870775557355, 0.0, 0.44283870775557355]","[-0.44283870775557355, 0.0, 0.44283870775557355]",4.677719,0
160,"[0, -1, 0, 127.97008798565786, -2.5700565645605193, 24.217069891379303]","[-5.316457916909226, 0.0, 5.316457916909226]","[-5.316457916909226, 0.0, 5.316457916909226]",4.396966,0
161,"[0, -1, 0, 122.35211330743078, -2.5700565645605193, 29.23201104697069]","[-1.0713733168317219, 0.0, 1.0713733168317217]","[-1.0713733168317219, 0.0, 1.0713733168317217]",4.292690,0
162,"[0, -1, 0, 120.92708508118479, -2.5700565645605193, 29.949729454388127]","[1.6306160304641921, 0.0, -1.630616030464192]","[1.6306160304641921, 0.0, -1.630616030464192]",3.619578,0
163,"[0, -1, 0, 121.86748987406872, -2.5700565645605193, 27.628902186343677]","[-1.1154792449700945, 0.0, 1.1154792449700945]","[-1.1154792449700945, 0.0, 1.1154792449700945]",3.520799,0
164,"[0, -1, 0, 120.01241031614242, -2.5700565645605193, 28.004781118357567]","[-1.040167430957026, 0.0, 1.040167430957026]","[-1.040167430957026, 0.0, 1.040167430957026]",4.015291,0
165,"[0, -1, 1, 118.47988818257292, -2.5700565645605193, 28.552593846702123]","[1.0202221096111617, 0.0, -1.0202221096111617]","[1.0202221096111617, 0.0, -1.0202221096111617]",12.386318,0
166,"[0, -1, 2, 128.70009818256864, -2.5700565645605193, 25.718701643494565]","[-0.2882066432490462, 0.0, 0.2882066432490462]","[-0.2882066432490462, 0.0, 0.2882066432490462]",11.938751,0
167,"[0, -1, 0, 137.00624846286587, -2.5700565645605193, 24.351301946884558]","[-3.1128042103269853, 0.0, 3.1128042103269857]","[-3.1128042103269853, 0.0, 3.1128042103269857]",4.483066,0
168,"[0, -1, 0, 133.63497704575195, -2.5700565645605193, 27.205638950424607]","[5.240502250041549, 0.0, -5.240502250041549]","[5.240502250041549, 0.0, -5.240502250041549]",4.214631,0
169,"[0, -1, 0, 138.48279480245625, -2.5700565645605193, 21.57245220704582]","[0.5214645539365333, 0.0, -0.5214645539365333]","[0.5214645539365333, 0.0, -0.5214645539365333]",3.607389,0
170,"[0, -1, 0, 138.3079538764553, -2.5700565645605193, 20.3546821731718]","[0.8853449480525633, 0.0, -0.885344948052563]","[0.8853449480525633, 0.0, -0.885344948052563]",4.202539,0
171,"[0, -1, 0, 138.79456830392974, -2.5700565645605193, 19.07060670454111]","[1.6813564581845981, 0.0, -1.6813564581845981]","[1.6813564581845981, 0.0, -1.6813564581845981]",3.533042,0
172,"[0, -1, 1, 139.74244568513424, -2.5700565645605193, 16.655771169376408]","[-1.3562763059055216, 0.0, 1.3562763059055218]","[-1.3562763059055216, 0.0, 1.3562763059055218]",10.507984,0
173,"[0, -1, 0, 143.70018046752497, -2.5700565645605193, 18.206020719897477]","[-0.48082934931828053, 0.0, 0.4808293493182805]","[-0.48082934931828053, 0.0, 0.4808293493182805]",4.072305,0
174,"[0, -1, 0, 142.75550381210056, -2.5700565645605193, 18.223002763109612]","[-6.126959637122273, 0.0, 6.126959637122273]","[-6.126959637122273, 0.0, 6.126959637122273]",3.819366,0
175,"[0, -1, 0, 136.03822721986847, -2.5700565645605193, 23.759645445122075]","[-3.0551852393622636, 0.0, 3.0551852393622636]","[-3.0551852393622636, 0.0, 3.0551852393622636]",3.850295,0
176,"[2, -1, 0, 132.40818951305633, -2.5700565645605193, 26.239978217034462]","[2.4475275471445035, 0.0, -2.4475275471445035]","[2.4475275471445035, 0.0, -2.4475275471445035]",11.029554,0
177,"[0, -1, 0, 132.83311495396833, -2.5700565645605193, 31.844607016352615]","[0.42321250388768966, 0.0, -0.4232125038876896]","[0.42321250388768966, 0.0, -0.4232125038876896]",3.205854,0
178,"[0, -1, 0, 132.35925439186565, -2.5700565645605193, 30.524321446474556]","[1.3571736412003232, 0.0, -1.357173641200323]","[1.3571736412003232, 0.0, -1.357173641200323]",4.406576,0
179,"[0, -1, 0, 133.41971598780398, -2.5700565645605193, 28.87043576001225]","[1.7188747734038903, 0.0, -1.7188747734038898]","[1.7188747734038903, 0.0, -1.7188747734038898]",4.285265,0
180,"[0, -1, 0, 134.7812231277904, -2.5700565645605193, 26.794193353190888]","[2.03247716475419, 0.0, -2.03247716475419]","[2.03247716475419, 0.0, -2.03247716475419]",4.208517,0
181,"[0, -1, 0, 136.41795900121556, -2.5700565645605193, 24.365974897107662]","[-3.182787230988537, 0.0, 3.1827872309885374]","[-3.182787230988537, 0.0, 3.1827872309885374]",3.938345,0
182,"[0, -1, 0, 132.7043442775715, -2.5700565645605193, 27.01793463544066]","[0.8513038941608206, 0.0, -0.8513038941608209]","[0.8513038941608206, 0.0, -0.8513038941608209]",3.621888,0
183,"[0, -1, 0, 132.86659209209807, -2.5700565645605193, 25.477574661645598]","[0.9439860191565392, 0.0, -0.9439860191565383]","[0.9439860191565392, 0.0, -0.9439860191565383]",4.141465,0
184,"[0, -1, 0, 133.38131083840668, -2.5700565645605193, 24.104321369641113]","[0.9639324394444104, 0.0, -0.9639324394444104]","[0.9639324394444104, 0.0, -0.9639324394444104]",4.340943,0
185,"[0, -1, 0, 134.01571460663433, -2.5700565645605193, 22.810860258979936]","[0.5506453448396207, 0.0, -0.5506453448396202]","[0.5506453448396207, 0.0, -0.5506453448396202]",3.687466,0
186,"[2, -1, 0, 133.91009316122032, -2.5700565645605193, 21.60394812388668]","[-1.5948542684249478, 0.0, 1.5948542684249474]","[-1.5948542684249478, 0.0, 1.5948542684249474]",11.123117,0
187,"[0, -1, 0, 131.0504342370183, -2.5700565645605193, 30.58672376802175]","[0.4841338893392694, 0.0, -0.4841338893392694]","[0.4841338893392694, 0.0, -0.4841338893392694]",4.195390,0
188,"[0, -1, 0, 131.13226315979267, -2.5700565645605193, 29.7002849121176]","[0.37361705048619864, 0.0, -0.37361705048619864]","[0.37361705048619864, 0.0, -0.37361705048619864]",4.030084,0
189,"[0, -1, 0, 131.02092216373225, -2.5700565645605193, 28.841709815084794]","[-0.4050988563386332, 0.0, 0.4050988563386331]","[-0.4050988563386332, 0.0, 0.4050988563386331]",3.820818,0
190,"[1, -1, 0, 130.02623247815995, -2.5700565645605193, 28.65721784218976]","[3.436126188654556, 0.0, -3.436126188654556]","[3.436126188654556, 0.0, -3.436126188654556]",11.706124,0
191,"[0, -1, 0, 131.86765177955257, -2.5700565645605193, 33.52192275091104]","[-1.5940468038798836, 0.0, 1.5940468038798836]","[-1.5940468038798836, 0.0, 1.5940468038798836]",3.860539,0
192,"[0, -1, 0, 129.70387432928334, -2.5700565645605193, 34.54623890840157]","[-3.478516841125119, 0.0, 3.478516841125119]","[-3.478516841125119, 0.0, 3.478516841125119]",3.808171,0
193,"[0, -1, 0, 125.62944311422545, -2.5700565645605193, 37.42884137559392]","[-0.3516126961889494, 0.0, 0.3516126961889494]","[-0.3516126961889494, 0.0, 0.3516126961889494]",4.430195,0
194,"[0, -1, 1, 124.99292804242488, -2.5700565645605193, 37.49555169617125]","[-1.0120220085169445, 0.0, 1.0120220085169445]","[-1.0120220085169445, 0.0, 1.0120220085169445]",10.127872,0
195,"[0, -1, 0, 131.49082519581748, -2.5700565645605193, 36.12552630447678]","[-2.024851970578408, 0.0, 2.0248519705784074]","[-2.024851970578408, 0.0, 2.0248519705784074]",3.995496,0
196,"[0, -1, 0, 128.963721091538, -2.5700565645605193, 37.648126141354105]","[2.513627582917591, 0.0, -2.513627582917591]","[2.513627582917591, 0.0, -2.513627582917591]",4.396510,0
197,"[0, -1, 0, 131.17560348006876, -2.5700565645605193, 34.832753364049694]","[0.9167296152457022, 0.0, -0.9167296152457023]","[0.9167296152457022, 0.0, -0.9167296152457023]",4.202605,0
198,"[0, -1, 0, 131.69363536652708, -2.5700565645605193, 33.51732602001662]","[-1.9840912447610362, 0.0, 1.9840912447610364]","[-1.9840912447610362, 0.0, 1.9840912447610364]",3.087503,0
199,"[1, -1, 0, 128.75329539466227, -2.5700565645605193, 34.54516853767388]","[2.875766162272824, 0.0, -2.875766162272824]","[2.875766162272824, 0.0, -2.875766162272824]",10.576574,0
200,"[0, -1, 0, 129.74246805882734, -2.5700565645605193, 39.13256990852627]","[2.084806662011469, 0.0, -2.0848066620114687]","[2.084806662011469, 0.0, -2.0848066620114687]",4.262927,0
201,"[0, -1, 0, 131.45873822940078, -2.5700565645605193, 36.67922675507676]","[-0.9031141848403365, 0.0, 0.9031141848403365]","[-0.9031141848403365, 0.0, 0.9031141848403365]",4.341625,0
202,"[0, -1, 2, 130.22643642105405, -2.5700565645605193, 37.25315331641071]","[-2.50669784344769, 0.0, 2.50669784344769]","[-2.50669784344769, 0.0, 2.50669784344769]",9.645167,0
203,"[0, -1, 0, 133.71479319014412, -2.5700565645605193, 38.40996339520792]","[-0.5659794492259083, 0.0, 0.5659794492259083]","[-0.5659794492259083, 0.0, 0.5659794492259083]",4.517416,0
204,"[0, -1, 0, 132.9075216734164, -2.5700565645605193, 38.73465077693201]","[-1.110585962460266, 0.0, 1.110585962460266]","[-1.110585962460266, 0.0, 1.110585962460266]",3.759209,0
205,"[0, -1, 0, 131.1765401471732, -2.5700565645605193, 39.22484117560935]","[-1.4706069166139633, 0.0, 1.4706069166139635]","[-1.4706069166139633, 0.0, 1.4706069166139635]",4.544449,0
206,"[0, -1, 0, 129.47815789221406, -2.5700565645605193, 40.46767275387814]","[1.3802841328932303, 0.0, -1.3802841328932312]","[1.3802841328932303, 0.0, -1.3802841328932312]",4.279266,0
207,"[0, -1, 0, 130.49807520410565, -2.5700565645605193, 38.727021799983284]","[-0.8499413837188632, 0.0, 0.8499413837188632]","[-0.8499413837188632, 0.0, 0.8499413837188632]",3.710177,0
208,"[0, -1, 0, 129.0032221937109, -2.5700565645605193, 38.932051557026284]","[1.1858819360617519, 0.0, -1.185881936061751]","[1.1858819360617519, 0.0, -1.185881936061751]",4.072559,0
209,"[0, -1, 0, 129.72538362777672, -2.5700565645605193, 37.28244911896859]","[-1.3306161368718434, 0.0, 1.3306161368718434]","[-1.3306161368718434, 0.0, 1.3306161368718434]",3.501682,0
210,"[0, -1, 0, 127.64560841716414, -2.5700565645605193, 37.863906182099704]","[2.2595048513243308, 0.0, -2.2595048513243308]","[2.2595048513243308, 0.0, -2.2595048513243308]",3.590905,0
211,"[0, -1, 0, 129.20056553599213, -2.5700565645605193, 34.89985359827904]","[-0.5378912316181468, 0.0, 0.5378912316181468]","[-0.5378912316181468, 0.0, 0.5378912316181468]",4.913136,0
212,"[0, -1, 0, 128.61924223231517, -2.5700565645605193, 35.39431275783837]","[0.9163969558027678, 0.0, -0.9163969558027678]","[0.9163969558027678, 0.0, -0.9163969558027678]",4.004438,0
213,"[0, -1, 0, 129.03785801664242, -2.5700565645605193, 33.98013463056008]","[-2.629739765613249, 0.0, 2.629739765613249]","[-2.629739765613249, 0.0, 2.629739765613249]",3.992277,0
214,"[0, -1, 0, 125.90425655714084, -2.5700565645605193, 36.106012702285]","[-0.7531996180579905, 0.0, 0.753199618057991]","[-0.7531996180579905, 0.0, 0.753199618057991]",5.140755,0
215,"[0, -1, 0, 125.22143431592359, -2.5700565645605193, 36.92958969718374]","[1.0190726853997312, 0.0, -1.0190726853997312]","[1.0190726853997312, 0.0, -1.0190726853997312]",4.159714,0
216,"[0, -1, 0, 125.82036383661968, -2.5700565645605193, 35.49037384708036]","[-2.0195905183002054, 0.0, 2.0195905183002054]","[-2.0195905183002054, 0.0, 2.0195905183002054]",4.704426,0
217,"[2, -1, 0, 123.65298653008087, -2.5700565645605193, 37.362177577141956]","[3.475299707135531, 0.0, -3.4752997071355307]","[3.475299707135531, 0.0, -3.4752997071355307]",9.410793,0
218,"[0, -1, 0, 125.71754234217414, -2.5700565645605193, 39.70841502229272]","[3.2449643838198705, 0.0, -3.2449643838198705]","[3.2449643838198705, 0.0, -3.2449643838198705]",4.626029,0
219,"[0, -1, 0, 128.77552139006073, -2.5700565645605193, 36.27646530253956]","[-1.5933190604214946, 0.0, 1.5933190604214946]","[-1.5933190604214946, 0.0, 1.5933190604214946]",3.808078,0
220,"[0, -1, 0, 126.58624119794061, -2.5700565645605193, 37.273823231262426]","[0.5419381084805925, 0.0, -0.5419381084805925]","[0.5419381084805925, 0.0, -0.5419381084805925]",4.299726,0
221,"[0, -1, 0, 126.77804205825888, -2.5700565645605193, 36.3817478746195]","[0.7446861301293067, 0.0, -0.7446861301293067]","[0.7446861301293067, 0.0, -0.7446861301293067]",4.073486,0
222,"[0, -1, 0, 127.05947109866734, -2.5700565645605193, 35.173804654769356]","[1.5630470230334854, 0.0, -1.5630470230334854]","[1.5630470230334854, 0.0, -1.5630470230334854]",4.264537,0
223,"[0, -1, 0, 128.25478684515443, -2.5700565645605193, 33.24302635518946]","[-0.9197972315313283, 0.0, 0.9197972315313283]","[-0.9197972315313283, 0.0, 0.9197972315313283]",3.423902,0
224,"[0, -1, 0, 126.54694063879319, -2.5700565645605193, 33.37477461189088]","[-0.8463678009787294, 0.0, 0.8463678009787294]","[-0.8463678009787294, 0.0, 0.8463678009787294]",4.427672,0
225,"[0, -1, 0, 125.41440861483073, -2.5700565645605193, 33.934978189885875]","[1.6645532284045532, 0.0, -1.6645532284045532]","[1.6645532284045532, 0.0, -1.6645532284045532]",3.774626,0
226,"[0, -1, 0, 126.46627506629217, -2.5700565645605193, 31.65773818453821]","[0.7584599514935211, 0.0, -0.7584599514935211]","[0.7584599514935211, 0.0, -0.7584599514935211]",4.123237,0
227,"[0, -1, 0, 126.78635341800054, -2.5700565645605193, 30.46089663325954]","[1.641098494256282, 0.0, -1.6410984942562816]","[1.641098494256282, 0.0, -1.6410984942562816]",4.185203,0
228,"[2, -1, 0, 128.02005332927664, -2.5700565645605193, 28.41239955602307]","[3.913390210246209, 0.0, -3.913390210246209]","[3.913390210246209, 0.0, -3.913390210246209]",11.599432,0
229,"[0, -1, 0, 130.2266900234673, -2.5700565645605193, 32.8051951852081]","[-0.20307946462109883, 0.0, 0.20307946462109872]","[-0.20307946462109883, 0.0, 0.20307946462109872]",4.534729,0
230,"[0, -1, 0, 129.79097486756388, -2.5700565645605193, 32.77563895854686]","[0.6682216129471268, 0.0, -0.6682216129471268]","[0.6682216129471268, 0.0, -0.6682216129471268]",4.089361,0
231,"[0, -1, 0, 130.00387699609178, -2.5700565645605193, 31.652097861180504]","[0.3671568124535374, 0.0, -0.3671568124535378]","[0.3671568124535374, 0.0, -0.3671568124535378]",4.638249,0
232,"[0, -1, 1, 130.19015805930428, -2.5700565645605193, 31.104065299485942]","[-0.2775751589357096, 0.0, 0.2775751589357096]","[-0.2775751589357096, 0.0, 0.2775751589357096]",10.441278,0
233,"[0, -1, 0, 135.78681535101717, -2.5700565645605193, 30.94868552744968]","[-4.0621310524046965, 0.0, 4.0621310524046965]","[-4.0621310524046965, 0.0, 4.0621310524046965]",4.140882,0
234,"[0, -1, 0, 131.29512526539133, -2.5700565645605193, 34.581257546633246]","[2.2864374297350336, 0.0, -2.2864374297350336]","[2.2864374297350336, 0.0, -2.2864374297350336]",4.319944,0
235,"[0, -1, 0, 133.24153487394088, -2.5700565645605193, 31.954792295712735]","[1.8717468652784612, 0.0, -1.8717468652784612]","[1.8717468652784612, 0.0, -1.8717468652784612]",3.490651,0
236,"[0, -1, 0, 134.3586071909678, -2.5700565645605193, 29.32837088218274]","[-0.9889041269281189, 0.0, 0.9889041269281185]","[-0.9889041269281189, 0.0, 0.9889041269281185]",3.917078,0
237,"[0, -1, 0, 132.82824229574368, -2.5700565645605193, 29.775814240814842]","[-0.9896671731323308, 0.0, 0.9896671731323308]","[-0.9896671731323308, 0.0, 0.9896671731323308]",4.244725,0
238,"[0, -1, 0, 131.460937866763, -2.5700565645605193, 30.387844158098822]","[2.633030796093715, 0.0, -2.6330307960937156]","[2.633030796093715, 0.0, -2.6330307960937156]",3.548457,0
239,"[0, -1, 0, 133.3681970924016, -2.5700565645605193, 27.029041791549986]","[0.206096830286028, 0.0, -0.2060968302860282]","[0.206096830286028, 0.0, -0.2060968302860282]",4.103606,0
240,"[0, -1, 0, 133.12609669925072, -2.5700565645605193, 26.374747737827054]","[-0.5980312847265052, 0.0, 0.5980312847265048]","[-0.5980312847265052, 0.0, 0.5980312847265048]",3.644815,0
241,"[0, -1, 0, 131.85047297544045, -2.5700565645605193, 26.295186583469782]","[0.21136289835264988, 0.0, -0.2113628983526501]","[0.21136289835264988, 0.0, -0.2113628983526501]",4.419874,0
242,"[0, -1, 0, 131.77177263779313, -2.5700565645605193, 25.79376044911715]","[-1.0485658168806213, 0.0, 1.0485658168806213]","[-1.0485658168806213, 0.0, 1.0485658168806213]",3.824299,0
243,"[0, -1, 0, 130.13535611534, -2.5700565645605193, 26.254475560425245]","[2.5362115192422703, 0.0, -2.5362115192422703]","[2.5362115192422703, 0.0, -2.5362115192422703]",3.184983,0
244,"[1, -1, 0, 131.76405891358473, -2.5700565645605193, 22.810755320185457]","[-0.052347823223565904, 0.0, 0.052347823223566015]","[-0.052347823223565904, 0.0, 0.052347823223566015]",9.707301,0
245,"[0, -1, 0, 130.09117368278683, -2.5700565645605193, 29.190941319809216]","[-3.2013827257498395, 0.0, 3.2013827257498395]","[-3.2013827257498395, 0.0, 3.2013827257498395]",3.645291,0
246,"[0, -1, 0, 126.21243627506678, -2.5700565645605193, 31.714969363588843]","[-1.1976996085165554, 0.0, 1.1976996085165554]","[-1.1976996085165554, 0.0, 1.1976996085165554]",3.789259,0
247,"[0, -1, 0, 124.40936600192106, -2.5700565645605193, 32.30729830747624]","[1.891277075253536, 0.0, -1.8912770752535355]","[1.891277075253536, 0.0, -1.8912770752535355]",3.864213,0
248,"[0, -1, 1, 125.73274969636107, -2.5700565645605193, 29.84812785140918]","[0.5603141111018473, 0.0, -0.5603141111018468]","[0.5603141111018473, 0.0, -0.5603141111018468]",10.684258,0
249,"[0, -1, 0, 132.84777644087887, -2.5700565645605193, 28.41735956275481]","[-1.7106341757620178, 0.0, 1.710634175762018]","[-1.7106341757620178, 0.0, 1.710634175762018]",4.495518,0
250,"[0, -1, 0, 130.88490117421344, -2.5700565645605193, 29.875752647613417]","[1.364430333705893, 0.0, -1.3644303337058927]","[1.364430333705893, 0.0, -1.3644303337058927]",4.107108,0
251,"[0, -1, 0, 131.802885730419, -2.5700565645605193, 28.064876536407198]","[0.4731228296371084, 0.0, -0.47312282963710883]","[0.4731228296371084, 0.0, -0.47312282963710883]",3.933484,0
252,"[0, -1, 0, 131.7427505408605, -2.5700565645605193, 27.05849568757446]","[0.7984126263315404, 0.0, -0.7984126263315403]","[0.7984126263315404, 0.0, -0.7984126263315403]",3.592606,0
253,"[0, -1, 1, 131.8374663907271, -2.5700565645605193, 25.556386284777975]","[-0.2547582063502838, 0.0, 0.2547582063502838]","[-0.2547582063502838, 0.0, 0.2547582063502838]",14.701923,0
254,"[1, -1, 0, 139.4021162758655, -2.5700565645605193, 27.693658943878745]","[-1.1341790927720825, 0.0, 1.1341790927720825]","[-1.1341790927720825, 0.0, 1.1341790927720825]",10.318136,0
255,"[0, -1, 0, 136.56496593486358, -2.5700565645605193, 35.84894500722816]","[1.8176696269741939, 0.0, -1.8176696269741939]","[1.8176696269741939, 0.0, -1.8176696269741939]",4.550428,0
256,"[2, -1, 0, 138.15784952609025, -2.5700565645605193, 33.80648934450643]","[2.864786634594402, 0.0, -2.864786634594402]","[2.864786634594402, 0.0, -2.864786634594402]",12.689304,0
257,"[0, -1, 0, 141.4393102481995, -2.5700565645605193, 38.21433238757152]","[-1.706296713113891, 0.0, 1.706296713113891]","[-1.706296713113891, 0.0, 1.706296713113891]",4.277020,0
258,"[0, -1, 0, 139.37152368965994, -2.5700565645605193, 39.559139255259744]","[4.322423420135472, 0.0, -4.322423420135472]","[4.322423420135472, 0.0, -4.322423420135472]",4.214815,0
259,"[0, -1, 0, 143.30135440464923, -2.5700565645605193, 34.84412312997811]","[3.1001046280604583, 0.0, -3.1001046280604583]","[3.1001046280604583, 0.0, -3.1001046280604583]",4.445492,0
260,"[0, -1, 0, 146.1242051343496, -2.5700565645605193, 31.46676460355758]","[3.7117535742711874, 0.0, -3.7117535742711874]","[3.7117535742711874, 0.0, -3.7117535742711874]",4.097163,0
261,"[0, -1, 2, 149.3845404147614, -2.5700565645605193, 27.30359273542701]","[-2.085521500813286, 0.0, 2.085521500813286]","[-2.085521500813286, 0.0, 2.085521500813286]",9.670257,0
262,"[0, -1, 0, 154.25584079676767, -2.5700565645605193, 27.102548969355567]","[-1.4959958692621471, 0.0, 1.4959958692621473]","[-1.4959958692621471, 0.0, 1.4959958692621473]",3.720489,0
263,"[0, -1, 1, 152.12008930184848, -2.5700565645605193, 27.95878921296067]","[1.1550900585805854, 0.0, -1.1550900585805857]","[1.1550900585805854, 0.0, -1.1550900585805857]",9.488353,0
264,"[0, -1, 0, 158.64897682141532, -2.5700565645605193, 25.91825473168158]","[2.5492378722139053, 0.0, -2.5492378722139053]","[2.5492378722139053, 0.0, -2.5492378722139053]",4.570125,0
265,"[0, -1, 0, 160.98327715886248, -2.5700565645605193, 23.15407932470092]","[1.1908084246512953, 0.0, -1.1908084246512953]","[1.1908084246512953, 0.0, -1.1908084246512953]",3.647760,0
266,"[0, -1, 0, 161.49796569126443, -2.5700565645605193, 21.287151007800272]","[-1.3470544695228306, 0.0, 1.3470544695228308]","[-1.3470544695228306, 0.0, 1.3470544695228308]",4.076368,0
267,"[0, -1, 0, 159.6890951571222, -2.5700565645605193, 22.17238941270371]","[0.6583596245889938, 0.0, -0.6583596245889938]","[0.6583596245889938, 0.0, -0.6583596245889938]",3.666578,0
268,"[2, -1, 0, 159.68074360723855, -2.5700565645605193, 20.847318613642067]","[0.47989683974506864, 0.0, -0.4798968397450687]","[0.47989683974506864, 0.0, -0.4798968397450687]",7.986508,0
269,"[0, -1, 0, 157.50314200014913, -2.5700565645605193, 26.01142860065842]","[-0.4673792599190989, 0.0, 0.4673792599190989]","[-0.4673792599190989, 0.0, 0.4673792599190989]",4.518828,0
