step,observation,raw_adjustments,adjusted,reward,death_count
601,"[0, -1, -1, 2131.03165108171, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",8.801705,0
602,"[0, -1, -1, 2137.3333559856273, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.449187,0
603,"[0, -1, -1, 2144.282542695618, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.500891,0
604,"[0, -1, -1, 2151.2834341361677, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.252833,0
605,"[0, -1, -1, 2158.0362667610166, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.712684,0
606,"[0, -1, -1, 2165.2489506817824, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",11.012459,0
607,"[0, -1, -1, 2173.761409639462, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.442290,0
608,"[0, -1, -1, 2180.703699871466, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",8.899550,0
609,"[0, -1, -1, 2187.1032503362826, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.829364,0
610,"[0, -1, -1, 2195.432613939934, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",8.708969,0
611,"[0, -1, -1, 2201.6415834052445, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.791648,0
612,"[2, -1, -1, 2209.9332318041734, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",2.492969,0
613,"[0, -1, -1, 2209.926200454718, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.859362,0
614,"[0, -1, -1, 2218.2855628501734, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.298605,0
615,"[0, -1, -1, 2225.084167393034, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",11.113232,0
616,"[0, -1, -1, 2233.697399273706, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.728994,0
617,"[0, -1, -1, 2240.926392925531, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.603020,0
618,"[0, -1, -1, 2248.0294126663, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",8.845357,0
619,"[0, -1, -1, 2254.3747697556378, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.635645,0
620,"[0, -1, -1, 2262.5104149734766, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.859247,0
621,"[0, -1, -1, 2269.869662077764, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.709110,0
622,"[0, -1, -1, 2278.0787716096957, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.380806,0
623,"[0, -1, -1, 2285.959577686815, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.855429,0
624,"[0, -1, -1, 2294.3150067064435, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.920410,0
625,"[0, -1, -1, 2302.7354169612026, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.113680,0
626,"[0, -1, -1, 2310.349097380045, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",11.514111,0
627,"[0, -1, -1, 2319.3632087710366, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",11.287205,0
628,"[0, -1, -1, 2328.150413839351, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.436116,0
629,"[0, -1, -1, 2336.086530294125, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.278963,0
630,"[0, -1, -1, 2342.8654930588996, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.693842,0
631,"[0, -1, -1, 2350.059335062235, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.634961,0
632,"[0, -1, -1, 2357.194296484739, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.112828,0
633,"[0, -1, -1, 2364.8071240270383, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.363723,0
634,"[2, -1, -1, 2371.6708465769107, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",0.262997,0
635,"[0, -1, -1, 2369.433843602455, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.268387,0
636,"[0, -1, -1, 2377.202230735869, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.109164,0
637,"[0, -1, -1, 2383.8113946499693, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.259859,0
638,"[0, -1, -1, 2391.5712540272057, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.012620,0
639,"[1, -1, -1, 2398.0838744969387, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",1.988992,0
640,"[0, -1, -1, 2397.57286632826, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.740164,0
641,"[0, -1, -1, 2404.813030672982, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",11.177957,0
642,"[1, -1, -1, 2413.4909877980713, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",2.631365,0
643,"[0, -1, -1, 2413.622352721848, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.741665,0
644,"[0, -1, -1, 2420.864017226569, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.183718,0
645,"[0, -1, -1, 2428.5477350540896, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.190363,0
646,"[0, -1, -1, 2436.2380984667134, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.000026,0
647,"[0, -1, -1, 2443.7381246726036, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",11.192653,0
648,"[1, -1, -1, 2452.4307774904823, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",0.972523,0
649,"[0, -1, -1, 2450.9032999954807, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.744216,0
650,"[0, -1, -1, 2459.1475157828763, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.087228,0
651,"[0, -1, -1, 2465.7347441943234, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",7.225623,0
652,"[0, -1, -1, 2470.460366755462, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",8.450361,0
653,"[0, -1, -1, 2476.4107280744993, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.004820,0
654,"[0, -1, -1, 2483.9155484069906, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.304030,0
655,"[0, -1, -1, 2490.7195787615706, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.458337,0
656,"[0, -1, -1, 2498.677915354369, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",11.901260,0
657,"[0, -1, -1, 2508.079175134956, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",8.202599,0
658,"[0, -1, -1, 2513.7817741235804, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.327227,0
659,"[1, -1, -1, 2520.6090006372756, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",1.789477,0
660,"[0, -1, -1, 2519.8984773452858, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",11.935206,0
661,"[0, -1, -1, 2529.333683096648, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.177119,0
662,"[0, -1, -1, 2537.0108019146787, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.732736,0
663,"[0, -1, -1, 2544.2435379121284, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.733423,0
664,"[0, -1, -1, 2551.476961082209, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.121098,0
665,"[0, -1, -1, 2559.098059045906, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.193406,0
666,"[0, -1, -1, 2565.79146538199, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.856823,0
667,"[0, -1, -1, 2574.148288188118, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.570816,0
668,"[1, -1, -1, 2581.2191042973823, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",0.922110,0
669,"[0, -1, -1, 2579.641214393455, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.984623,0
670,"[0, -1, -1, 2587.1258373094834, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",7.915375,0
671,"[0, -1, -1, 2592.5412119998336, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.601412,0
672,"[0, -1, -1, 2599.642623501743, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.918519,0
673,"[0, -1, -1, 2607.061142947182, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",12.331929,0
674,"[0, -1, -1, 2616.893072300018, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",8.900914,0
675,"[0, -1, -1, 2623.293986156869, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.749579,0
676,"[0, -1, -1, 2631.543565434887, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",11.577677,0
677,"[0, -1, -1, 2640.6212427554683, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.668376,0
678,"[0, -1, -1, 2648.7896191332047, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.661534,0
679,"[0, -1, -1, 2655.951153550699, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",11.192170,0
680,"[2, -1, -1, 2664.643323425387, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",0.916555,0
681,"[0, -1, -1, 2663.0598781095414, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.176970,0
682,"[0, -1, -1, 2670.7368480233945, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",7.598868,0
683,"[0, -1, -1, 2675.835716087707, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.210390,0
684,"[0, -1, -1, 2683.546105743287, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.291921,0
685,"[0, -1, -1, 2690.3380264390853, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.059688,0
686,"[0, -1, -1, 2696.8977142216563, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.615901,0
687,"[0, -1, -1, 2704.013615587674, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.094455,0
688,"[0, -1, -1, 2711.608070989669, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.410960,0
689,"[0, -1, -1, 2718.519031014911, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.330797,0
690,"[0, -1, -1, 2726.3498278823067, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",11.261547,0
691,"[0, -1, -1, 2735.1113747070035, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",8.882826,0
692,"[0, -1, -1, 2741.4942009962715, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.356434,0
693,"[0, -1, -1, 2748.350635394709, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.624552,0
694,"[0, -1, -1, 2755.475187850894, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",8.966576,0
695,"[2, -1, -1, 2761.941764261953, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",2.561356,0
696,"[0, -1, -1, 2762.003120300911, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.743800,0
697,"[0, -1, -1, 2769.2469203797946, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.512586,0
698,"[0, -1, -1, 2777.259506381813, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.745501,0
699,"[0, -1, -1, 2785.50500741617, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",8.715858,0
700,"[0, -1, -1, 2791.72086507472, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.697331,0
701,"[0, -1, -1, 2798.918195927643, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.896746,0
702,"[0, -1, -1, 2807.3149417112913, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.603795,0
703,"[0, -1, -1, 2815.418736598066, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.223796,0
704,"[1, -1, -1, 2822.142532960909, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",2.189913,0
705,"[0, -1, -1, 2821.832446063379, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.387206,0
706,"[0, -1, -1, 2829.719652131498, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.760519,0
707,"[0, -1, -1, 2837.980170893067, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",11.952256,0
708,"[0, -1, -1, 2847.432427159585, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.789868,0
709,"[0, -1, -1, 2855.7222956426253, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.470778,0
710,"[1, -1, -1, 2863.6930735386304, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",2.091598,0
711,"[0, -1, -1, 2863.2846713666136, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.770394,0
712,"[0, -1, -1, 2871.555065769088, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.671976,0
713,"[0, -1, -1, 2879.7270420005807, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",7.553911,0
714,"[2, -1, -1, 2884.78095283258, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",1.510973,0
715,"[0, -1, -1, 2883.7919261269044, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.774321,0
716,"[0, -1, -1, 2892.0662473904476, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.257573,0
717,"[0, -1, -1, 2898.823820291764, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",8.440611,0
718,"[0, -1, -1, 2904.7644308172435, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.682431,0
719,"[0, -1, -1, 2912.9468620861708, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.511986,0
720,"[0, -1, -1, 2919.9588475949263, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.694355,0
721,"[0, -1, -1, 2927.1532024656876, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.237673,0
722,"[2, -1, -1, 2934.890875036056, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",-1.133043,0
723,"[0, -1, -1, 2931.25783196993, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.809831,0
724,"[0, -1, -1, 2939.56766330993, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.319931,0
725,"[0, -1, -1, 2946.3875947984407, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.298058,0
726,"[0, -1, -1, 2954.185653020171, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.134157,0
727,"[0, -1, -1, 2961.8198101503613, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",11.593702,0
728,"[0, -1, -1, 2970.913511761197, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.312617,0
729,"[0, -1, -1, 2977.7261287482124, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.229328,0
730,"[0, -1, -1, 2984.4554568924978, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.542744,0
731,"[0, -1, -1, 2992.4982008776365, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.632490,0
732,"[0, -1, -1, 2999.630690796365, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",8.560462,0
733,"[0, -1, -1, 3005.691152685971, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.756647,0
734,"[0, -1, -1, 3013.9477992221414, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.153713,0
735,"[0, -1, -1, 3020.601512412203, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.988337,0
736,"[0, -1, -1, 3029.089849475116, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.905182,0
737,"[0, -1, -1, 3037.49503182651, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.159098,0
738,"[0, -1, -1, 3045.1541298651828, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.176405,0
739,"[0, -1, -1, 3052.830535011637, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.011479,0
740,"[0, -1, -1, 3060.342013611319, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.388130,0
741,"[0, -1, -1, 3067.2301435259874, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",8.299819,0
742,"[0, -1, -1, 3073.0299621219115, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.275683,0
743,"[1, -1, -1, 3080.8056449766564, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",1.417461,0
744,"[0, -1, -1, 3079.7231056564087, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",11.295854,0
745,"[1, -1, -1, 3088.518959515999, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",3.267756,0
746,"[1, -1, -1, 3089.286715356964, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",4.113419,0
747,"[0, -1, -1, 3090.90013398993, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.630220,0
748,"[0, -1, -1, 3098.0303536098263, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.976901,0
749,"[2, -1, -1, 3106.507254379865, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",3.035215,0
750,"[0, -1, -1, 3107.0424691906123, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",11.357586,0
751,"[0, -1, -1, 3115.9000556457795, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.939216,0
752,"[0, -1, -1, 3124.3392718226955, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",8.757355,0
753,"[0, -1, -1, 3130.596626618376, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.073871,0
754,"[0, -1, -1, 3138.170497906806, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.743673,0
755,"[0, -1, -1, 3145.4141704186013, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",11.978632,0
756,"[0, -1, -1, 3154.892802551426, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",11.435466,0
757,"[2, -1, -1, 3163.8282680965353, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",1.143021,0
758,"[0, -1, -1, 3162.4712893584096, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.808457,0
759,"[0, -1, -1, 3169.779746199779, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",8.466355,0
760,"[0, -1, -1, 3175.74610092047, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",11.244607,0
761,"[0, -1, -1, 3184.4907082930445, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.610018,0
762,"[0, -1, -1, 3191.600726430254, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.991531,0
763,"[0, -1, -1, 3199.0922571146693, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.317181,0
764,"[0, -1, -1, 3205.909438567128, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",11.152592,0
765,"[0, -1, -1, 3214.5620307555323, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",11.724903,0
766,"[0, -1, -1, 3223.7869334232996, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.923773,0
767,"[0, -1, -1, 3232.210706080621, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.875819,0
768,"[0, -1, -1, 3239.5865250647057, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.558282,0
769,"[2, -1, -1, 3246.6448065880845, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",0.657407,0
770,"[0, -1, -1, 3244.8022136562254, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",7.282123,0
771,"[0, -1, -1, 3249.584336938564, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.920901,0
