agent_0,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8,agent_9,agent_10,agent_11,agent_12,agent_13,agent_14,agent_15,agent_16,agent_17,agent_18,agent_19,agent_20,agent_21,agent_22,agent_23,agent_24,agent_25,agent_26,agent_27,agent_28,agent_29
5,,8,,7,,,,,,,,3,23,17,,13,2,0,19,,4,4,9,,,,,0,12
5,,8,,7,,,,,,,,3,1,17,,13,2,10,19,,3,4,9,,,,,0,12
5,,12,,7,,,,,,,,3,1,17,,13,2,10,19,,4,4,9,,,,,0,23
5,,12,,7,,,,,,,,3,1,17,,13,2,29,19,,4,4,9,,,,,0,12
5,,12,,7,,,,,,,,3,1,17,,13,2,10,19,,4,4,9,,,,,0,12
5,,12,,3,,,,,,,,3,1,17,,13,2,10,19,,17,4,9,,,,,0,12
5,,12,,0,,,,,,,,3,1,17,,13,2,13,21,,4,4,24,,,,,12,12
5,,12,,0,,,,,,,,3,1,17,,13,2,13,21,,4,25,9,,,,,0,12
5,,8,,0,,,,,,,,3,1,17,,13,2,13,21,,4,16,9,,,,,0,12
5,,8,,0,,,,,,,,3,1,17,,13,2,10,21,,4,4,9,,,,,0,12
5,,8,,8,,,,,,,,3,1,17,,13,2,10,21,,3,4,9,,,,,0,17
5,,4,,0,,,,,,,,3,1,17,,5,2,10,16,,4,4,9,,,,,0,15
5,,8,,0,,,,,,,,2,6,17,,13,2,10,13,,3,4,9,,,,,0,22
5,,8,,0,,,,,,,,2,6,17,,7,2,10,16,,3,4,9,,,,,0,12
5,,8,,7,,,,,,,,2,6,17,,7,2,10,16,,4,4,9,,,,,0,23
5,,8,,22,,,,,,,,2,6,17,,7,9,10,21,,3,4,9,,,,,6,12
5,,8,,7,,,,,,,,2,6,4,,7,2,10,21,,3,4,9,,,,,0,12
13,,8,,7,,,,,,,,2,6,17,,7,2,10,21,,3,5,9,,,,,0,12
5,,8,,0,,,,,,,,21,5,17,,7,2,10,21,,22,4,9,,,,,5,12
5,,8,,0,,,,,,,,2,6,17,,7,2,10,21,,3,4,9,,,,,0,12
5,,8,,7,,,,,,,,2,6,17,,7,2,10,,,27,4,9,,,,,0,12
5,,8,,7,,,,,,,,2,6,17,,7,1,10,,,3,4,9,,,,,0,12
9,,8,,0,,,,,,,,2,6,17,,8,24,10,,,3,4,9,,,,,0,12
5,,8,,7,,,,,,,,2,6,17,,8,1,10,,,3,4,9,,,,,0,12
5,,8,,7,,,,,,,,2,6,17,,8,1,10,,,3,4,9,,,,,0,12
5,,8,,27,,,,,,,,2,19,17,,7,1,10,,,3,4,9,,,,,0,12
5,,10,,7,,,,,,,,2,6,17,,7,1,10,,,3,4,7,,,,,0,12
5,,29,,0,,,,,,,,11,6,17,,7,1,10,,,3,4,9,,,,,0,12
5,,8,,7,,,,,,,,11,6,17,,7,1,27,,,3,23,9,,,,,0,12
5,,8,,23,,,,,,,,9,6,17,,8,1,10,,,3,4,9,,,,,0,12
